FollowerID,FollowedID
43428,64514
50215,26397
22290,92599
77168,45815
16627,31473
19422,71518
54501,59881
88971,11713
70043,22974
63187,63271
36678,31751
97246,48782
12303,26087
38754,66665
46840,52297
31746,63271
97783,83889
92632,08559
65383,06876
01767,63271
61873,78394
24785,49219
44988,19893
78121,72475
67988,84022
40833,66261
87071,15458
66665,10915
17213,21000
48259,38382
59735,85353
67853,19810
52802,18668
36405,42103
91381,30057
76314,61644
19352,45815
14236,70783
31563,01767
60896,18620
03789,47938
70495,44700
34646,11017
72851,09158
56980,20310
52385,50139
67204,33067
58310,26522
13096,05333
50614,69183
55735,19256
24973,39521
78542,26928
80391,49709
57306,10915
06819,61367
14727,21000
07240,89071
76087,26329
09036,51453
36046,21207
82110,65490
53434,38441
13521,21000
92175,26329
27124,16722
26838,34193
37578,66101
37578,69391
12690,18462
93332,58402
98313,29873
91598,22776
41261,63712
21832,18662
60114,13998
01701,63271
56474,33083
23271,97466
10381,16694
01370,54804
62684,54568
64502,86249
62543,10915
02379,53297
37907,80511
69752,50215
19256,73106
13364,29754
97906,33169
64814,69391
72230,25241
64262,24455
60560,01456
46782,29597
44054,88423
88323,83889
78825,48992
35200,64203
96849,60226
19418,97944
28922,63271
18664,35451
04203,23372
98527,65009
56888,35776
98944,09984
49976,60002
35782,86596
90482,51453
59338,98390
69933,17440
90506,34424
43778,38441
55082,95182
36162,30361
05568,54568
93545,33808
81144,11829
60067,53265
45926,27963
01139,49764
91309,14467
90736,14944
37795,58575
88391,16019
64289,27942
38493,01659
05560,20939
78436,11846
64503,29873
56842,34762
00077,05483
18198,34525
36986,74245
66345,63271
74151,15542
11500,66987
18786,99432
26057,42996
10783,28317
04330,47589
47113,24014
90417,59881
55735,39052
13130,88711
39521,55200
22720,52955
90503,86515
76428,13844
26346,24141
54894,51810
39419,29840
38859,53265
83293,45829
24040,37392
57769,10588
69893,43680
41025,50245
91264,66919
61918,35125
61710,41747
54087,45849
73920,02753
55512,09850
18556,57541
39581,74430
76764,51062
16745,58402
74838,86663
07277,71736
51885,12141
89205,00511
68616,45740
07431,09271
35222,79627
86338,10915
78571,10588
37885,53174
92011,32667
08326,11578
77288,63271
98336,67435
93511,19810
18926,52692
65452,13464
89977,60189
20291,29543
40695,67740
00857,76788
82624,64502
15195,07869
20125,56082
16043,51453
32406,19810
62639,02548
66921,43899
07638,92665
39265,39724
24112,78460
72352,25690
81174,63695
87503,57886
57126,14314
02943,18448
98966,63209
22326,50993
93217,51453
62951,48533
37761,63271
77897,49709
88875,26831
50993,65291
14267,46153
56017,14589
37000,45268
74623,38441
76788,29646
85779,61995
87352,58174
05819,90776
47124,96354
61861,87275
60510,26988
20718,35502
66533,20181
94148,51453
67828,07189
87158,15039
87158,67743
44884,45624
18473,27020
87540,29646
52035,08009
85779,48924
62420,56321
23642,54377
67037,73106
69763,25511
93017,31948
76816,34280
81750,79627
09278,04585
97569,15925
12947,63271
65997,93990
62983,31870
30559,98301
97515,75755
14009,89614
22832,69118
50782,71779
55414,92180
08467,57105
15179,03701
99735,08402
49592,56484
03962,92383
42226,10915
59368,37578
84756,54323
26383,19453
64877,43667
37361,21153
98650,15936
70153,77078
25486,09432
03300,59086
89024,10588
04466,77320
00714,35782
53881,53500
09837,33551
90909,69121
96878,60621
65562,18907
27351,53870
62639,49952
47391,58019
73893,83576
09247,43680
82826,37404
09715,53596
16723,73988
38988,10838
65906,21771
79518,51453
03074,21000
37808,92175
32892,38441
47554,07979
20658,96829
10119,51453
31607,83503
81001,49897
52662,58019
72255,65242
14693,54568
34285,62552
04341,33355
34058,19810
08132,13844
72395,78217
43485,92539
88247,91207
08520,22703
09940,76803
74561,90390
93744,80391
04761,34048
09705,95340
79165,70043
10781,88159
63295,95340
35277,68601
13872,03531
67104,21099
46366,42947
39756,73842
29951,02420
07608,02724
25983,51453
50172,63792
98145,01983
63723,05852
49897,64975
56780,65663
72731,13717
57895,11017
81516,98390
48797,34700
45359,43481
07979,22776
12319,54568
29873,40710
71158,53470
02008,86249
32712,77789
10334,06503
57954,17798
05933,31074
79654,62784
31977,99746
17143,56404
63287,63234
87255,08559
32752,94420
27130,49709
97777,77971
28927,43847
39629,94754
72978,28637
86862,23318
34836,31473
71751,50215
07371,34118
54139,66101
82381,49155
10568,19810
18116,81484
69049,21769
98637,51644
16178,37215
18685,03573
30952,65416
86340,72703
15168,02420
04545,26406
77833,38382
11326,06813
80767,38382
02581,84540
50832,43899
29522,19810
24208,63271
70667,05862
39963,03140
46012,94263
80627,71634
44412,92244
34245,77359
78194,20775
03665,33606
82353,43369
56407,74047
97831,71422
14516,51750
96048,93674
37520,84022
70942,46052
75728,67743
68732,25683
50453,46840
31274,12911
02047,27148
90941,95340
11423,99814
71898,28813
75548,38599
81514,26598
35050,63271
86790,77359
80481,01317
40208,53538
42204,80620
23432,43899
02343,43680
61694,03645
47671,48500
73659,20966
08024,54568
10660,26936
80848,51453
08787,43680
33678,72703
36143,25585
65412,12226
83583,17319
81823,62880
30684,10941
05200,18383
67008,84276
76706,31232
73260,67549
08316,95340
33810,97575
02215,63420
46881,51453
06083,55673
46244,10915
67036,43899
67599,08559
26891,32194
49155,79476
90751,40987
85327,42495
36974,13998
42993,56551
47841,33101
53887,89331
49679,47347
38411,58402
20978,36907
37928,93274
78214,02627
80666,20228
41004,50868
98646,50651
76900,66963
28276,37725
77048,03340
96614,14929
86260,08559
10437,95923
29526,53171
75976,59168
97648,41319
97585,11531
70065,76077
80334,47498
69600,51453
41526,26329
76087,28664
31967,32258
48074,21858
41225,71177
15302,64940
58872,69260
54049,36081
46710,52517
10312,91207
86806,48963
30379,44539
55238,21605
16429,92665
32084,73181
53839,63271
88606,13749
34011,75755
45103,31057
10852,40004
66769,98390
76142,49709
26217,89629
59943,01659
16019,41388
73388,66665
62085,70535
16628,85585
56979,02548
21858,98527
17552,51300
70257,91790
55698,35160
53060,65170
31607,66830
15779,33291
44466,54568
81667,10915
96164,04587
98268,92042
59293,91037
83652,44560
57605,28075
63091,65547
97598,18283
78014,91404
67392,09072
01066,54804
49003,63271
59881,37761
57954,17771
96204,54568
13005,22037
65163,33634
74616,51453
69747,54568
56291,27693
50782,31447
23399,95344
05655,78036
97716,87273
97253,20181
68786,27020
81510,31109
45971,27693
15738,27890
64281,43680
22131,27999
33875,98527
14103,92599
88682,27020
12913,19810
67319,71694
03665,55446
05421,96048
71553,51453
25870,00589
03477,36978
36810,94819
75562,42519
58852,51453
59895,28705
14540,67372
15890,43953
57125,49709
11581,84851
36471,69166
15498,96829
10607,70671
29258,68985
43058,15638
44279,26936
83625,69415
89449,73284
94223,64514
05187,43226
94005,75594
41646,18931
73829,63271
82965,03540
84332,59023
32231,13540
49803,86085
28919,63271
34592,47336
64036,78020
97609,49709
17440,19810
11878,95340
96248,71177
00432,43376
64814,52119
27449,66404
05244,41321
34286,57238
83663,54568
84778,34387
70446,63100
23603,86671
30582,86438
88926,49039
83550,38441
47455,51453
38605,10588
14920,96354
37505,41594
59098,32099
88123,42282
23065,46286
41856,63271
45997,65170
93990,12350
63950,81265
64604,55673
91523,22508
37929,26329
28305,88302
53981,06943
42564,25835
41660,40434
58409,42351
34048,91207
35020,49072
28809,33523
06191,30257
54036,21000
21828,51453
82812,10915
81253,57000
17067,56216
02724,95340
02834,76673
12091,73777
43982,91207
73190,07234
06744,51453
48088,51453
20566,81112
52235,84263
30243,28199
21130,91037
43819,40776
73193,69391
01828,03592
02749,71697
69893,10915
52500,75201
05709,15654
39486,02548
83755,72882
32409,03415
99735,11878
49980,62784
17356,78340
35206,84441
10322,08436
96162,65796
97515,40914
01980,70525
71775,56216
19978,10588
77831,75322
25742,79764
40912,74207
56088,51071
03201,29646
60574,19810
34458,96949
76150,47391
37941,42635
29239,96633
74177,27020
37150,90776
70770,50555
50596,01838
65668,69006
49339,72544
95151,10915
29479,54568
03354,38930
30604,44333
63048,52818
85476,30638
18888,77255
11215,10588
22121,19810
64695,54804
11247,13998
81646,81112
69415,68546
74968,72269
08098,72771
32964,40490
98464,33353
19816,03641
91740,53171
53647,85923
34998,64693
74309,75637
72209,49874
86649,22710
60961,66261
68090,51891
98365,98934
10850,92042
56169,65490
49775,12226
01828,15936
99415,11578
26139,43667
15106,04013
55915,49709
82985,76698
64321,13858
72395,41321
01315,28947
57545,99400
95929,92109
90092,26450
42429,57527
49169,52927
21706,13998
69391,64122
81334,95340
49148,51453
32871,47467
27758,94147
99240,67960
17913,16092
95197,79518
01375,31270
23495,14946
09222,99003
00765,30749
24714,19810
12608,51453
43751,10588
82776,47113
20518,07843
84622,52328
29730,33943
01916,93038
35864,27685
56214,54568
40030,36716
53187,93990
74189,51453
87709,19810
78394,15184
97198,20767
23391,25960
13644,12209
69215,54568
50639,32497
78328,56216
98049,85904
88994,90884
27587,16216
30576,98527
12249,93172
81462,14372
21540,47850
00051,31845
07149,13556
58077,42429
62413,32222
66120,72154
31573,52479
49904,73017
94154,47786
40821,81159
41570,51453
80120,81635
21748,95217
36387,66664
57806,52519
64727,64940
32779,64146
73810,89607
86655,34284
03417,85079
61653,72882
45826,69121
28126,57856
25282,38000
23463,93784
01491,19459
47915,51453
00765,54568
43299,10587
48921,91317
66468,92042
80304,26532
86039,26763
63287,39052
92692,65987
35822,58803
75674,78910
95648,92951
80414,59367
64773,17237
99735,86427
99836,51453
13853,03878
03856,57126
95021,15233
97906,17791
17430,08962
15821,06399
84765,66512
41172,10588
71997,27020
25714,62748
98065,01772
89442,82675
41464,89395
22107,90532
77569,68344
48659,51381
88411,39589
88875,63271
08943,19256
66252,14520
34768,09112
58609,04466
80601,19810
66861,40066
84466,71088
00432,30679
74140,34574
45078,46713
92776,09441
61216,09818
12147,18058
11524,18473
78200,59006
02753,72703
01470,20965
49656,45765
96421,94995
40288,80921
85399,94986
25286,71177
98179,13039
07264,37761
37486,17798
18527,53122
54547,21160
24819,26522
26337,17798
38539,25529
58076,26207
64703,35277
48259,34424
85319,51453
83663,64371
22302,03641
77381,38382
71333,53572
93612,43299
85891,77433
37670,19810
93220,96829
72999,79602
35094,10112
27779,25439
61837,25742
15301,51453
83670,18554
18451,46801
42519,37215
49982,63271
04548,31786
13908,59086
01085,15914
62844,33083
86173,90057
24632,91207
40111,16019
72373,18554
02961,43680
81667,45126
76138,64940
97250,39075
31889,24380
49395,55673
63780,63451
39307,04013
30857,72614
67037,10915
56189,73081
76331,39337
03788,16058
21815,92180
78960,96460
69552,19769
75108,71326
17179,63271
07351,97124
40470,75356
18642,76529
60554,38833
60868,00107
19361,19810
22461,29597
10753,18409
26795,43481
96408,23416
91195,51968
49587,00413
20832,33943
62248,51453
52060,65462
62494,63271
61272,66103
12880,38441
41776,72597
17697,39218
43058,89423
89864,69121
55948,55180
70847,08168
64502,63271
77504,02772
80601,17798
30956,36953
44935,50056
00255,56990
52519,91207
85830,21643
66081,18668
27823,29642
12497,33510
86909,17798
19835,27693
51114,63271
63572,03531
55596,17798
52520,63889
14153,46388
11007,34060
97528,10875
53414,76738
01632,15925
16991,54329
50772,64262
01569,49148
89215,39367
07465,29646
33771,70488
15436,56017
59491,50127
62624,66830
70992,97284
14837,74306
55885,51453
50693,85770
10712,14946
44560,95340
94298,54568
26173,51300
81419,69006
60064,43376
61435,27239
16073,85353
60825,36700
79280,64262
33001,42440
89875,28886
03217,51453
23430,28664
55052,01861
42755,29072
04791,54992
47493,69183
70525,69956
32561,17540
70992,10588
96672,14103
65172,42893
35874,33978
60460,64543
31974,91811
97528,78460
75275,45475
10322,32201
05172,14412
96327,59881
13499,37938
96504,08559
84678,71177
55731,39337
24097,95340
33528,68216
98743,87405
57302,96457
25376,53917
39716,57627
71476,83652
31924,64940
06695,37344
62567,20575
57769,26704
91725,73453
36220,50056
06200,56216
23751,63321
35604,00413
27315,02052
54603,63173
35880,26329
79251,75013
84421,31405
29074,21080
94524,32061
08715,57084
96842,66830
60874,54568
84384,54930
71759,38441
73798,01342
44999,31494
58768,15127
98728,49764
70641,65292
89588,38441
53141,03300
75584,96783
83718,49159
45738,09003
99408,98390
48944,29735
99882,31109
89808,46862
20453,58701
21842,58647
74741,42947
03201,71297
37048,52014
64818,98527
49723,92042
17431,37661
16230,10588
28705,20228
14642,53912
23416,84940
97703,97944
72808,40004
99924,20966
79278,27020
48217,59161
88377,87812
84091,72496
41668,50195
70667,38441
53297,49709
61337,27802
59367,15661
23281,39239
00439,51453
44079,72582
87234,16981
13145,38205
86792,41321
55197,40263
84647,02808
29485,13800
82067,50215
10773,55590
97425,40030
03110,32076
32721,16216
82838,47443
12210,95340
03095,70535
86932,38441
67619,84647
21130,45317
96232,86394
22946,47493
94973,92042
42471,13032
08931,88957
27274,54568
60621,23471
79836,43868
31648,75847
60961,49907
14751,76738
43791,86081
20824,23427
96152,96327
00901,71177
90879,63271
68871,99377
50921,08113
55052,95769
95317,51453
95275,73193
85999,98527
95171,02548
63590,79415
08185,28664
52533,79415
96484,72882
48237,39154
67648,59086
58134,42543
16294,10915
34229,71998
76704,71523
14849,68327
48685,40682
44930,13998
31835,75755
27712,26207
43640,60611
10047,45432
94531,49709
32061,71885
45240,28765
58810,32571
59493,65490
75139,26847
04799,72394
19429,51453
03507,21000
49105,52908
95061,28351
95284,15817
84228,29792
94998,43680
38531,15487
92647,12451
80391,28528
50794,25241
29981,02772
27880,54568
19459,54568
33875,36418
67313,70840
68390,39827
81889,89645
45557,60850
77625,83428
41174,51453
49993,84975
64140,61644
69748,48684
63977,89311
01932,63271
08930,33719
40470,19810
19761,27020
96950,74875
86359,19641
65917,45624
84925,90644
99169,82226
69554,89449
98566,19810
88377,03340
82997,10659
43478,50619
35393,51750
70942,82396
71313,86199
07668,44279
69279,23912
33448,75945
23958,64606
86473,83889
30068,64596
60246,17798
80672,26329
36357,10175
25044,69391
08681,90618
17566,51453
08326,19810
31948,54568
76874,48100
13145,51453
06972,31473
84228,08410
63234,10941
11144,47931
13348,51453
28289,55414
39273,53645
76931,42657
14824,67880
58503,73319
25810,54568
84430,57484
60257,98847
32929,71655
79504,26421
83670,17720
67067,48872
37044,95340
39239,26160
70634,24053
35990,63271
66522,30271
58134,10915
23852,49211
41903,88818
67412,47347
21389,17798
57071,63271
12735,92628
58575,33724
91480,51453
23955,19256
14467,72577
28047,30058
39973,31545
70419,47443
91195,29476
80738,20135
89435,15493
20506,19154
52314,74357
20671,56920
20569,32182
68345,98285
86831,54930
54994,73707
35149,21512
34280,47443
39780,37167
40109,33067
46974,79476
41286,44556
56125,52879
55062,00446
53334,06263
53959,34956
18463,97543
35822,02249
93895,19810
88104,67419
38502,79943
03244,31751
50596,32182
74047,69991
28289,57940
58157,83889
14211,08490
21000,32109
63451,94764
78431,47268
06229,73816
51525,64503
94201,49159
36634,98390
77480,37392
13529,06403
45297,26936
48963,43669
37100,10915
17798,87015
10040,32061
97479,40795
19973,86315
78036,29276
26403,52681
57919,23501
75746,51453
87887,25714
70515,78217
91820,02436
09342,85818
93191,66695
41133,95698
47939,90455
58934,71172
28257,18331
61918,21397
48100,32953
90307,97250
33808,24856
99375,93731
18504,11285
54137,42543
64246,76032
70148,06903
67730,37249
74846,43589
04329,96045
43055,75004
64975,27379
44065,59536
97693,08559
12358,97425
14912,51453
67864,82354
11713,54329
61924,56885
25241,71345
91107,42861
36241,46614
98290,15184
43667,08410
86173,54329
59943,51453
92286,70067
57132,88302
52965,54329
00849,58564
51521,02060
29646,31786
19807,25511
29302,54568
42996,51453
86851,63271
75976,92628
95182,85201
20080,18786
19453,19810
23774,10838
70783,55739
05378,73633
71584,34358
09494,32222
41286,93085
87503,19917
39697,16019
35333,22179
28538,72882
03664,13657
58077,11829
49709,02614
98885,83652
27462,37876
59073,43680
26266,19810
50377,54568
16350,10442
22931,50571
76431,68662
16086,16019
27623,11384
64596,70291
47630,71177
41524,40821
27721,98390
67036,35841
33346,50693
60340,01681
50276,76704
52818,96228
13366,35196
40567,80767
57391,95337
86649,29493
93484,09242
85567,77355
62344,01659
35874,69121
42571,04624
32595,17798
01315,12319
20424,13897
62080,72503
08382,55082
27656,85105
87974,28664
81768,40821
20604,41570
22898,94157
19917,70488
89024,17890
14526,74402
04075,49709
40066,39659
49395,90828
34570,58402
03783,74184
43821,02794
62197,03466
18945,91207
06310,51453
79195,68393
22199,15798
02008,34387
29289,10280
09112,10915
62852,46239
54735,83889
71207,43680
79836,77181
00083,30744
62044,89542
33528,12386
87243,51453
81285,63271
12934,48100
99553,79706
75583,19545
28824,51242
18785,21153
10949,70535
95515,39700
81468,10915
29739,24141
97118,63271
43328,66470
61052,63271
68893,51453
34776,72147
17431,32233
49681,63271
76659,69661
04607,71177
50882,59338
26204,98003
01938,13998
04602,80511
31241,15925
42457,01315
63590,48924
45511,18668
76306,39812
28257,44753
34275,51453
15649,70779
87083,72882
44588,33320
24486,24850
64356,72882
60260,63271
88926,83889
68779,25960
48575,42519
03442,96436
16624,10588
60380,79627
15925,51453
38678,12147
46000,30057
57650,51750
11057,96614
66711,18087
67586,19296
90702,21000
02275,19810
98966,35045
79458,73743
74360,84263
69714,04912
70762,36168
30384,64940
70494,16216
20753,10783
21643,59594
81874,21160
99906,67346
71666,94876
80746,42243
26632,27020
52902,28927
69146,97376
63006,46935
18003,68215
39274,00072
32873,66261
88951,30749
97604,57191
09192,06752
54103,13900
63615,78707
31749,38441
20849,61304
51623,54568
32553,80329
09669,21160
36147,13929
52965,11846
98365,54568
89487,15143
58609,13998
36046,72269
01507,59881
68985,30679
13670,72882
79183,47363
87868,43680
16382,51453
80796,44935
09653,87015
95933,33676
35520,95340
05561,37928
33355,10915
61710,42440
22025,86551
92142,84980
64343,72022
29543,51453
11846,99600
79861,96043
48153,22996
88462,49709
93511,96413
55593,06503
13998,84961
36643,81637
97479,26928
32912,60308
43369,41594
32871,98390
11075,01376
94998,76848
31786,54568
29077,54568
88536,26329
94423,49272
80294,80958
49781,56499
88849,38022
79526,10915
85457,95529
76119,10588
31341,35893
89513,66261
79904,41995
52013,67691
05439,34173
58160,83421
75822,84625
05058,94576
83278,70699
57058,63271
03464,20716
23679,02548
43378,10654
54329,76641
97013,45169
33112,35614
90982,33888
32566,26938
06510,32058
93172,98628
34307,72882
21022,20033
72457,61644
98498,39342
46108,73816
22457,81972
11905,33067
81644,51453
29935,31193
40033,10852
96121,10108
53587,30909
65705,60161
50623,19810
94273,49072
44556,76848
47995,71676
22037,31843
14821,18857
40652,90799
93281,60621
38754,71872
71368,17798
81894,65009
26266,10507
94813,55371
88220,39724
34374,14198
44966,51453
52365,13079
50905,10915
97910,78081
38402,57243
10949,31896
29572,43680
05541,23603
20317,63271
35753,02729
29522,80120
28809,23518
29693,43680
28365,14155
38817,23274
02813,83889
63889,81106
54632,52007
75119,19178
24472,82634
76848,39165
76104,88220
51136,71078
94216,75850
48332,76706
34390,42898
48451,89647
30908,31566
47450,08559
92369,13216
93653,23747
71377,54568
12957,98268
67089,66261
71028,30970
79943,21397
46081,67577
85768,97667
29476,46517
75958,80778
60825,58044
65679,54568
08911,95340
22378,02436
59230,52308
07885,89143
63043,85301
19401,07351
47051,07614
95766,26936
32953,95340
96804,02772
79096,49709
93890,72703
17678,98390
28306,63271
40532,51453
89852,29775
30671,53746
67205,95340
18937,72703
90787,54568
00890,97175
07226,66830
47630,54568
09734,57326
70317,40793
21095,69218
32579,98006
23501,80605
03998,61861
65416,69121
43846,09958
53235,54329
91295,38441
53838,37913
62720,13782
45396,18184
40776,35277
94267,42745
32953,49853
24214,25701
26434,21217
86039,59440
44924,44588
12627,51453
02788,86930
08326,98364
08114,63968
12836,16234
70232,01342
43035,38382
03686,76273
75119,52885
09513,95685
24856,59859
65796,17926
28713,97597
13019,86081
20290,55596
75919,17791
58245,66103
23271,50619
58881,02978
05244,94066
15925,76863
40817,94005
14336,34450
23642,54568
21916,89709
65739,19256
20358,99600
44588,94341
87541,51453
51355,74201
15487,63271
09003,33394
48588,13998
64818,18702
53389,04038
08032,91469
63537,77433
87731,66184
78200,10654
68888,10119
87003,31602
69980,52775
93612,51453
52074,71885
85542,19810
42103,13398
26207,28664
82996,42471
57526,37533
64784,02548
13893,31732
63981,56821
40043,49709
37491,72882
93149,06263
05613,18684
11938,30057
77667,71177
75583,51453
85174,31015
06555,51453
06419,96633
50868,18694
71313,05884
91138,86305
98244,50657
23391,50693
90774,65490
28224,10654
24416,88606
94902,31583
95092,19810
27243,53965
81214,01659
50474,19810
91795,10941
37879,00405
31549,63271
43717,98390
51521,79278
49193,91573
53028,04531
18668,55495
82372,63271
55752,63684
94667,84702
82985,30435
86806,69700
35594,40056
01430,40987
54534,37533
24978,78217
64492,24430
01456,58984
52218,04038
59316,12509
91815,21000
84770,10941
20774,89999
64528,07777
71229,32222
98423,25013
90734,67141
92644,39052
71169,27808
75424,25831
15821,38680
26625,95340
73423,82378
26469,12226
04792,47130
14520,10915
05149,80085
24211,09042
92428,76848
31621,43431
49105,43669
18791,43680
05562,63271
66586,72703
24898,72882
96457,31338
75255,01550
20097,33675
32797,92085
46333,45899
85649,06460
50276,15218
38022,50445
29646,18323
25748,33169
96043,43680
58235,08109
32220,55684
37560,52096
18856,51453
41646,06503
91197,07528
68616,51453
81899,68087
96383,93742
49058,03903
13801,64021
00792,37913
74339,06621
51170,72882
15841,83889
83284,03531
72209,08465
86236,79016
62983,94263
85747,38382
91319,57711
59387,90987
31210,63968
81164,24141
84669,44966
20135,44908
47824,21000
37463,59881
22874,96354
51293,99836
20978,36830
02826,42973
39263,14102
60793,40266
71759,83330
53057,12060
83023,34844
53562,41845
55145,45812
59727,43899
51293,46052
44668,32194
52635,13091
70330,19810
28500,66919
75176,19256
97052,63271
81915,36286
61249,51453
53898,37392
40208,20399
18621,47347
71898,62370
39337,90426
82607,40523
26343,20880
73003,88302
87731,38382
68510,42988
58559,02548
27214,38382
88754,17001
99147,63684
20446,60445
76042,73894
26185,14946
41464,47051
98219,12769
64281,31193
81138,51453
83256,86515
90022,10588
08982,09432
01226,92042
07205,32734
12071,30949
47417,19810
19816,95836
40265,81407
48202,58509
41318,54568
59055,47813
93791,17540
39722,10885
74240,15925
20000,16019
15705,51453
81884,40127
74223,51525
62048,65545
36739,64677
32639,97621
88316,95197
58858,10588
05366,13398
50436,47511
63066,16628
02724,54568
48113,93475
77342,54036
59110,88864
64946,95340
74992,33859
44926,98390
49006,08053
17860,58621
90265,38493
19675,10915
89092,19666
84276,31606
94800,75349
11075,35196
65395,01659
78091,41261
22087,36489
33046,19154
36659,98364
03205,49531
21854,05841
31403,65562
34286,44539
57229,33320
35626,71177
87272,45378
10744,32935
04252,12774
82710,01132
75864,02196
50392,19810
62124,37861
04833,64946
35245,65170
44337,36660
67768,83577
55942,39924
45175,12957
45848,67740
73114,19256
36791,26329
59393,91811
11339,76788
41828,84351
15051,02458
16960,76848
14219,23217
23204,37249
20232,54036
31165,73548
10184,00890
01798,69684
45045,85768
81750,08113
77052,58897
60882,59205
43733,74360
14083,57105
07691,65949
26346,91666
10817,18462
95656,95340
00478,43196
91317,22219
06836,67435
51115,31591
70257,19221
26138,66252
65452,56280
24472,47130
97333,63271
08383,43680
67104,00570
23051,97425
34358,14096
71816,54329
24970,65547
93731,72496
24816,18620
42249,71824
29942,16002
84466,80627
38815,55673
67005,60356
28696,42526
45634,69396
70460,00667
91025,24362
21099,07465
08573,49709
97575,06917
56823,08559
95339,44145
98934,63271
41800,54568
47995,65387
80125,63321
09037,53610
96718,81253
59564,35560
63537,37054
39336,72657
41055,51453
99045,18931
77647,16641
92041,34844
61474,86976
42738,92383
53178,46066
61395,44588
18691,69848
50961,41594
03334,86254
41492,37922
83880,14769
48588,01519
88065,90503
19859,54726
24097,20849
02233,38441
19731,26427
26185,02436
51815,15821
72703,27020
25042,49159
96320,49775
57519,95340
20917,49164
88580,06819
14096,07848
42571,66101
80446,28109
30956,51453
65292,76738
54906,49709
40315,59293
44758,59195
91127,58019
81056,11665
17118,51453
45042,68662
91676,84749
48964,53171
62624,07199
59095,37018
32249,20043
42950,64543
40943,59440
62951,74517
73453,33569
43761,65416
16722,96488
83975,54086
30134,66224
80707,22776
32604,49339
62078,88302
41055,50894
12848,38382
19459,58561
10839,51453
61160,55866
96814,26329
59368,38441
25631,75183
36147,66808
48278,82609
